PHASE1 ID,ID,URL,Collection,Title,Contents,Codes - Michel,Codes - Gustavo,Codes - Ivano
ROSA1323,DP211,https://answers.ros.org/question/10235/android-and-ros-communication-over-usb-instead-of-wifi/,ROSAnswers,Android and ROS Communication over USB instead of Wifi,s would also ensure the android device stays charged. :P At least with the Android Honeycomb,[FP],,
ROSA132,DP212,https://answers.ros.org/question/53529/usb-graphics-card-for-ubuntu-1204lts/,ROSAnswers,USB Graphics Card for Ubuntu 12.04LTS,"You don't mention if it must be a laptop, or battery operated?The easiest path is to get yourself",[FP],,
ROSA1310,DP213,https://answers.ros.org/question/61517/turtlebot-teleop-running-no-response/,ROSAnswers,"Turtlebot teleop running, no response","Yes, everything is plugged in correctly and charged. Please help! Do you have TurtleBot 1 or T",[FP],,
ROSA131,DP214,https://answers.ros.org/question/27755/roomba-500-series-installation-problem/,ROSAnswers,Roomba 500 series installation problem,rate error and a complaint about the laptop battery being in Ma instead of Mw - is this some E,[battery info][wrong metric][battery diagnostic fails],,
ROSA1305,DP215,https://answers.ros.org/question/40830/irobot-create-and-beagleboard-failed-to-open-port-devttyusb0/,ROSAnswers,"iRobot Create and BeagleBoard ""Failed to open port /dev/ttyUSB0"" [closed]","should be getting clear, regularly repeating battery status messages - something like: ""bat: mi",[FP],,
ROSA1304,DP216,https://answers.ros.org/question/41815/raspberry-pi-optimization/,ROSAnswers,Raspberry Pi optimization [closed],a Raspberry Pi with the Turtlebot to save on power consumption and simplify charging.,[comment][curious to see][ros + raspberrypi saving energy],,
ROSA1302,DP217,https://answers.ros.org/question/12928/how-to-use-bilibot/,ROSAnswers,How to use bilibot?,does not come with USB-SCI cable and Create charger dock (for auto homing). Is that normal?Ma,[FP],,
ROSA1300,DP218,https://answers.ros.org/question/12294/starting-p3dx-using-p2os/,ROSAnswers,Starting p3dx using p2os,i others are not colored (red/green) and the battery is 0% even though the robot is fully charged,[battery info issue][displays dead battery][battery is full],,
ROSA1298,DP219,https://answers.ros.org/question/12048/status-stale-in-turtlebots-dashboard/,ROSAnswers,"Status ""Stale"" in Turtlebot's dashboard",ly available in ). Does it mean that (a) the battery of is left unused for long so that it has m,[battery info = stale][turtlebot dashboard][status not being updated],,
ROSA1293,DP220,https://answers.ros.org/question/136741/turtlebot-outputting-over-serial-but-not-receiving/,ROSAnswers,"Turtlebot outputting over serial, but not receiving",get data from the Turtlebot that seems to be battery charge information.How is it that I have a w,[FP][only says he only receives battery info],,
ROSA1284,DP221,https://answers.ros.org/question/10746/kinect-power-create-shutdown-issue/,ROSAnswers,Kinect power - Create shutdown issue,"can bring the robot down. (both lowering the battery voltage and draining the battery faster)
Thi",[irobot create][power down][minutes after connecting kinect][seems to be battery hardware or charge],,
ROSA1282,DP222,https://answers.ros.org/question/27623/turtlebot-roomba-create-power-issues/,ROSAnswers,turtlebot Roomba/ Create power issues.,. I am struggling with multiple dead roomba battery packs. If I can feed a fixed voltage throug,[roomba][checking power routine][howto][shuts off when lower than 13v],,
ROSA128,DP223,https://answers.ros.org/question/46782/information-about-turtlebot2/,ROSAnswers,Information about Turtlebot2,"he robot isn't docked (to avoid draining the battery), but I'll have to confirm that This post i",[avoid draining robot battery][connect to the netbook],,
ROSA124,DP224,https://answers.ros.org/question/212371/how-do-i-reset-the-odometry-topic-on-ardrone_autonomy/,ROSAnswers,How do i reset the odometry topic on ardrone_autonomy,date the firmware. Just make sure your phone battery and AR Drone battery is full and click updat,[FP],,
ROSA123,DP225,https://answers.ros.org/question/61244/can-a-smach-state-machine-be-paused-and-resumed/,ROSAnswers,Can a SMACH state machine be paused and resumed?,"machine. However, it is also monitoring its battery levels using a SMACH MonitorState. When the",[smach state machine][battery monitoring][auto docking][how to go back to the last state],,
ROSA122,DP226,https://answers.ros.org/question/228533/ekf_localization-odometryfiltered-topicfrequency-too-low/,ROSAnswers,ekf_localization: odometry/filtered topic:Frequency too low?,maximum cpu is utilized unless you're using battery power. It turns out that the default may be,[cpu tradeoff][battery consumption][odometry frequency],,
ROSA121,DP227,https://answers.ros.org/question/230198/which-single-board-computer-should-i-chose/,ROSAnswers,Which single board computer should I chose?,So I shouldn' t prefer it.Do you run from a battery? If so you might want to ditch the Cortex A7,[battery driven][avoid cortex a7][eMMC memory low power][7 A li-ion battery],,
ROSA120,DP228,https://answers.ros.org/question/236239/how-can-i-power-a-kinect-using-the-irobot-create-2-base-turtlebot/,ROSAnswers,How can I power a kinect using the iRobot Create 2 base? (Turtlebot),"ng the kinect?Or will I need an external 12V battery?Thanks! I'm relatively new to electronics, s",[physical stuff][FP],,
ROSA119,DP229,https://answers.ros.org/question/251805/i-need-help-writing-a-controller-node-for-a-drone/,ROSAnswers,I need help writing a controller node for a drone,will also ignore any mavlink commands if the battery is a dangerously low and return to their lan,[drone controller node][autopilots][ignore commands if battery low][battery low],,
ROSA117,DP230,https://answers.ros.org/question/296145/turtlebot3-low-battery-beeping/,ROSAnswers,turtlebot3 low battery beeping,"s source code so that it does beep when the battery is low. Thanks! Hi ,The buzzer you mentione",[turtlebot3][avoiding low battery beep][turtlebot3_diagnosis.cpp],,
ROSA115,DP231,https://answers.ros.org/question/331522/sending-velocity-commands-to-the-robot-throught-cmd_vel-topic/,ROSAnswers,sending velocity commands to the robot throught cmd_vel topic,I have another question!!! where to get the battery state so I can send an error message when th,[how to get battery info][comment][not answered],,
ROSA113,DP232,https://answers.ros.org/question/342128/ros-create2-ca_driver-dashboard/,ROSAnswers,ROS Create2 ca_driver dashboard?,ca_driver.It publishes several topics on the battery.when I run:rostopic echo /battery/chargeIt r,[battery info][Create2 robot][howto show it on dashboard][rqt_robot_dashboard],,
ROSA112,DP233,https://answers.ros.org/question/341812/turtlebot3-is-not-functionnig-on-his-bettery-i-dont-undrstend-the-problem/,ROSAnswers,turtlebot3 is not functionnig on his bettery i don't undrstend the problem,ts work but when i turn the turtle on by the battery the respbary3 does not turn on their is a re,[hardware stuff][FP],,
ROSA111,DP234,https://answers.ros.org/question/340524/open-mobile-manipulator-project/,ROSAnswers,Open Mobile Manipulator Project [closed],"0w dc-dc buvk converters(25),1 lipo 5000 mah battery(50), robot base could be just 2 leveled wood",[FP],,
ROSA110,DP235,https://answers.ros.org/question/314418/local-costmap-window-slowly-drifts-over-static-global-map/,ROSAnswers,local costmap window slowly drifts over static global map,s did not happen. It might be tied when the battery getting low.I will update with a bag file wh,[turtlebot burger][rviz][local costmap drifts][low battery][motor movement issue],,
ROSA11,DP236,https://answers.ros.org/question/208932/cannot-see-the-scan-data-of-rplidar-on-raspberry-pi/,ROSAnswers,Cannot see the scan data of rplidar on raspberry pi,"upply, worked fine!! It´s really a matter of energy!! Thanx a lot!! Saved my day!!max_usb_curren",[physical battery][FP],,
ROSA107,DP237,https://answers.ros.org/question/330995/battery-damaged-after-full-discharge/,ROSAnswers,Battery damaged after full discharge,One of my pupils let the battery plugged on the Turtlebot Burger 3 for one ye,[physucal battery][do not charge anymore][FP],,
ROSA106,DP238,https://answers.ros.org/question/321734/hokuyo-ust-10lx-power-options/,ROSAnswers,Hokuyo UST-10LX power options,uyo UST-10LX on my RC car and have separated battery to power the lidar and the car. To reduce th,[physical battery][FP],,
ROSA105,DP239,https://answers.ros.org/question/52203/kobuki-malformed-subpayload/,ROSAnswers,"Kobuki ""malformed subpayload""","e few times we did, we noticed that Kobuki's battery level was low. Could you test your netbook w",[kobuki robot][error message][robot unresponsive][not a battery issue][tested],,
ROSA104,DP240,https://answers.ros.org/question/318738/have-two-nodes-publish-to-same-topic/,ROSAnswers,Have two nodes publish to same topic,then have another node which sends only when battery is too low. I don't want to change anything,[battery info][publish even if battery is no low],,
ROSA103,DP241,https://answers.ros.org/question/313024/turtlebot3-burger-is-not-charging/,ROSAnswers,Turtlebot3 burger is not charging [closed],"requested in the online manual : unplug the battery, take it out of the robot, plug the white pa",[physical battery][FP],,
ROSA102,DP242,https://answers.ros.org/question/311408/rosserial-kinetic-error-5-inputoutput-error/,ROSAnswers,rosserial kinetic [Error 5] Input/output error,"would be the answer.Btw, I connected another battery to the motor to supply the working current/v",[ros serial connection error][when servo motor][arduino][low current],,
ROSA101,DP243,https://answers.ros.org/question/257182/getting-started-in-the-world-of-drone-programming/,ROSAnswers,Getting started in the world of drone programming,"need the drone to have around 30 minutes of battery(ideally more, but if not possible that will",[drone battery autonomy][shopping tip][FP],,
ROSA1,DP244,https://answers.ros.org/question/42315/ubuntu-1204-and-pandaboard-fails-to-open-asus-xtion-driver-issues-for-arm/,ROSAnswers,Ubuntu 12.04 and Pandaboard -> fails to open ASUS xtion/ Driver issues for ARM,lag of enough usb ports and the fact of less energy consumption). The compiling seems to work we,[energy efficiency][sbc asus xtion],,
ROSA0,DP245,https://answers.ros.org/question/193078/minimum-hardware-requirement-for-ros/,ROSAnswers,Minimum Hardware Requirement for ROS,. So we need to select the hardware which is energy efficient and can have ROS run on it. This,[hardware][energy efficient][ros compatible],,
REPO_P1069,DP246,https://github.com/sbrodeur/ros-icreate-bbb,Repositories,ros-icreate-bbb,{'visualize_hdf5': 'from clock Select only the subset related to battery voltage and current (respectively) Convert c'},[battery info][current and voltage],,
REPO_P1067,DP247,https://github.com/sbrodeur/ros-icreate-bbb,Repositories,ros-icreate-bbb,{'behaviours': ' # Activation of behaviour batteryLevel = float(state.battery.batteryCharge) / '},[battery info][behaviour switch],,
REPO_P1034,DP248,https://github.com/elpimous/Neo_robot,Repositories,Neo_robot,"{'qbo_energy_new': 'n speak just one time can speak when plug in power if unplugged, robot uses it internal battery'}",[battery info][speaks when charging],,
REPO_P1017,DP249,https://github.com/elpimous/Neo_robot,Repositories,Neo_robot,"{'qbo_energy': ""n attention shutdown soon... when you plug power on qbo side, you'll hear : charging !! charg""}",[battery info][speaks shutdown][battery too low],,
REPO_P1014,DP250,https://github.com/ipa320/cob_command_tools,Repositories,cob_command_tools,{'battery_monitor': 'ions and limitations under the License. % of battery level % of battery level % of battery level '},[battery monitor][thresholds],,
GitPR73,DP251,https://github.com/jsk-ros-pkg/jsk_robot/pull/1082,GitHubPRs,[jsk_pr2_startup] use new battery warning,"split from 
this battery warning is written by and used in PR1040.
c",[battery info][warning][battery voltage low],,
GitPR72,DP252,https://github.com/jhu-asco/aerial_autonomy/pull/27,GitHubPRs,"Fix logic for takeoff, position control","When taking off, if low battery, should try to land
When reaching goal, if l",[flying][fix take off code][land when battery low],,
GitPR70,DP253,https://github.com/ipa320/cob_robots/pull/488,GitHubPRs,disabled battery monitor sound/light and emmonitor sound,disabled battery_monitors sound + light and emergency monitor,[battery info][disable sound],,
GitPR68,DP254,https://github.com/jhu-asco/aerial_autonomy/pull/81,GitHubPRs,Add rpyt based pos control,"ld check for the validity of perceptin data, battery level of quad and height to ensure we are en",[check battery level][before velocity change][joystick],,
GitPR64,DP255,https://github.com/ekumenlabs/tangobot/pull/127,GitHubPRs,Publishing robot and device battery,no_keyword_in_contents,[battery info][battery info node][splitting to two nodes],,
GitPR63,DP256,https://github.com/jsk-ros-pkg/jsk_robot/pull/1182,GitHubPRs,Fix battery warning,no_keyword_in_contents,[battery info][warning][speaker],,
GitPR62,DP257,https://github.com/RoverRobotics/rr_openrover_basic/pull/4,GitHubPRs,Feature/battery status,no_keyword_in_contents,[not available],,
GitPR61,DP258,https://github.com/uos/calvin_robot/pull/8,GitHubPRs,add battery guard to calvin.launch,no_keyword_in_contents,[add battery guard][launch file][calvin],,
GitPR58,DP259,https://github.com/AutonomyLab/create_autonomy/pull/11,GitHubPRs,Compute and publish battery charge ratio,no_keyword_in_contents,[battery info][publisher][battery charge ratio],,
GitPR57,DP260,https://github.com/AutonomyLab/create_autonomy/pull/9,GitHubPRs,Add battery info topics,no_keyword_in_contents,[battery info][add topic],,
GitPR56,DP261,https://github.com/uf-mil/SubjuGator/pull/185,GitHubPRs,VISUALIZATION: add battery voltage and interactive kill markers,e sub to display the latest output from /bus_voltage. This will turn red when below a certain,[battery info][threshold][voltage],,
GitPR55,DP262,https://github.com/turtlebot/turtlebot/pull/225,GitHubPRs,disable the battery node if TURTLEBOT_BATTERY is set to None,no_keyword_in_contents,[disable battery info][FP],,
GitPR53,DP263,https://github.com/jsk-ros-pkg/jsk_common/pull/618,GitHubPRs,add battery full capacity summary script,no_keyword_in_contents,[battery info][full capacity][add],,
GitPR52,DP264,https://github.com/jsk-ros-pkg/jsk_common/pull/1342,GitHubPRs,[jsk_tools/bin/battery_capacity_summary.py] print N/A for unavailable data,no_keyword_in_contents,[error][battery capacity summary],,
GitPR51,DP265,https://github.com/jsk-ros-pkg/jsk_common/pull/1329,GitHubPRs,[jsk_tools/bin/battery_capacity_summary.py] more battery info,no_keyword_in_contents,[battery info][capacity summary][further info],,
GitPR50,DP266,https://github.com/jsk-ros-pkg/jsk_robot/pull/106,GitHubPRs,Speak the remaining percentages of the battery if it's not charged,no_keyword_in_contents,[battery info][speaker][remaining],,
GitPR5,DP267,https://github.com/jsk-ros-pkg/jsk_robot/pull/1143,GitHubPRs,Merge PR1040 branch to master,() fix bug of volume () fix typo () enhance battery logging () fix battery warning () enable pr2,[merge][fix battery warning],,
GitPR49,DP268,https://github.com/jsk-ros-pkg/jsk_robot/pull/105,GitHubPRs,Speak the remaining percentages of the battery if it's not charged,no_keyword_in_contents,[battery info][speaker][remaining][duplicate GPR50],,
GitPR48,DP269,https://github.com/jsk-ros-pkg/jsk_robot/pull/333,GitHubPRs,speak the percentage of the battery with min charge and it's id,"pr2 currently look at average of relative charge, but pr1040 shutdown when there is 6x% left",[battery info][speaker][perncentage],,
GitPR47,DP270,https://github.com/jsk-ros-pkg/jsk_visualization/pull/58,GitHubPRs,add a sample program to visualize pr2 battery,no_keyword_in_contents,[battery info][pr2 robot][sample code],,
GitPR46,DP271,https://github.com/ipa320/cob_robots/pull/404,GitHubPRs,added battery light monitor to cob4-2s bringup,no_keyword_in_contents,[battery info][light monitor][launch file][cob4-2s],,
GitPR45,DP272,https://github.com/ipa320/cob_robots/pull/492,GitHubPRs,params for battery capacity calculation added,y more because we're using the phidget based power state publisher which calculates a relative_,[battery capacity][new calculation params],,
GitPR440,DP273,https://github.com/uf-mil/NaviGator/pull/265,GitHubPRs,BATTERY: ignore voltage readings if fault,ing decoding of the byteyay hardwareWhen the battery powering a thruster is off (front for left b,[fault report][before innacurate voltage],,
GitPR438,DP274,https://github.com/utexas-bwi/segbot/pull/60,GitHubPRs,Battery Diagnostics for Segbot_v3,These changes make the battery diagnostics node (voltage monitor and emaile,[battery diagnistic node][voltage monitor][emailer][segbot multi-version],,
GitPR437,DP275,https://github.com/uf-mil/NaviGator/pull/62,GitHubPRs,INSTALL: Common Install Script and Miscellaneous Fixes,tting started and contact informationBattery voltage defaults to none when no feedback is rece,[battery info][set voltage to zero][no feedback received],,
GitPR43,DP276,https://github.com/jhu-asco/aerial_autonomy/pull/87,GitHubPRs,Abort instead of Land when battery is low,no_keyword_in_contents,[tactic][abort instead land][battery low],,
GitPR417,DP277,https://github.com/utexas-bwi/segbot/pull/29,GitHubPRs,"Segbot2, voltage emailer update","rd in plaintext. Additionally, I matched the battery_diagnostics and fake_volt_pub subscriber and",[battery info][matching topics][arduino publishing voltage],,
GitPR413,DP278,https://github.com/RoboJackets/igvc-software/pull/348,GitHubPRs,Created system_stats node to publish system information,"this with system stats provided by the mbed (battery voltage, estop status, etc.) in a graphical",[FP],,
GitPR411,DP279,https://github.com/jsk-ros-pkg/jsk_robot/pull/1136,GitHubPRs,"add voltage, current and temperature info for pr2 battery logger","oltage, current and temperature info for pr2 battery logger
cc. LGTMI checked on real PR2:applic","[battery info][add voltage, current and temperature][pr2 battery log]",,
GitPR40,DP280,https://github.com/autowarefoundation/autoware/pull/2256,GitHubPRs,Add battery charging state,ne according to the test procedure./state_cmdcharge_startBatteryCharging/state_cmdcharge_endVeh,[battery info][add battery charging][vehicle state machine],,[battery charging state]
GitPR4,DP281,https://github.com/RoboJackets/igvc-software/pull/647,GitHubPRs,Feat/reduce imu spam,"proper diagnostics to imu, motor controller, battery, lidar, and joystickCleans up the serialInte",[battery diagnostic][add],,
GitPR39,DP282,https://github.com/autowarefoundation/autoware/pull/2026,GitHubPRs,Add state battery charging,no_keyword_in_contents,[battery info][add battery charging][vehicle state machine],,
GitPR37,DP283,https://github.com/PX4/avoidance/pull/250,GitHubPRs,Cost matrix image,ng functionchange smoothing kernel to be non energy conservantincrease box sizetake out histogra,[FP],,
GitPR36,DP284,https://github.com/ros-industrial/motoman/pull/132,GitHubPRs,v1.3.7 MotoROS Driver,"tes from Rosen Diankov (Mujin):Detection of ""energy savings"" mode.
Fix support for R3 and R4 rob",[FP],,
GitPR231,DP285,https://github.com/jackal/jackal/pull/1,GitHubPRs,Initial messages for review.,"s the use you've got in mind? IMO a ""lowest battery voltage"" would be more usable for diagnosing",[battery diagnostic][low voltage],,
GitPR174,DP286,https://github.com/turtlebot/turtlebot/pull/104,GitHubPRs,fix renamed files for battery info on Ubuntu 12.04.3 LTS - Kernel 3.8,"ript by checking more efficiently /proc/acpi/power_supply directory, then /sys/class/power_supp",[battery info][rename files][ubuntu],,
GitPR17,DP287,https://github.com/ros-controls/ros_control/pull/294,GitHubPRs,Added recover and stop in RobotHW,ement a wireless soft emergency stop for our battery-operated robots. This seems to be the best p,[emergency stop][batter-operated robots][stop and recover],,
GitPR136,DP288,https://github.com/ipa320/cob_robots/pull/520,GitHubPRs,Feature/power state,no_keyword_in_contents,[new feature][power state][cob robots],,
GitPR125,DP289,https://github.com/youbot/youbot-ros-pkg/pull/16,GitHubPRs,"added diagnostics message, dashboard, youbot battery monitor and adjust sim parameter","ou have to start the following files:For the battery monitor, please read the README in the respe",[battery monitor][add][yoybot],,
GitPR124,DP290,https://github.com/uwreact/frc_control/pull/67,GitHubPRs,Driver Station Backend,"to radio, to robot, etc)Add logic for the PC battery & CPU usage indicatorsAdd logic and timing f",[battery info][battery indicator],,
GitPR123,DP291,https://github.com/uf-mil/NaviGator/pull/37,GitHubPRs,Sensor Control and Install,simple import error in move_helperCreated a battery monitor package to keep track of voltageAver,[battery monitor][voltage and alarm],,
GitPR119,DP292,https://github.com/jsk-ros-pkg/jsk_common/pull/626,GitHubPRs,add hardware id tp battery capacity,"ng two ideas.The first one looks better, but battery infromation has no relationship with hrpsys.",[battery capacity][add hardware id][add battery_state topic],,
GitPR114,DP293,https://github.com/jsk-ros-pkg/jsk_common/pull/631,GitHubPRs,add roscore_check,s code to know when PR2 shutdown because of battery .So there are many kind of other way to know,[pr2 shutdown][roscore_check][if battery cause],,
GitPR113,DP294,https://github.com/jsk-ros-pkg/jsk_robot/pull/474,GitHubPRs,Record battery info before power go off,"This will create 
which mark down info of battery with minimum charge in each battery set befo",[battery info][log][before going off],,
GitPR109,DP295,https://github.com/jsk-ros-pkg/jsk_common/pull/1628,GitHubPRs,[jsk_tools] Show voltage in battery_capacity_summary.py,"this PR.
I tested with real PR2.what kind of battery estimation(?) can you get from this voltage",[battery info][capacity summary][add voltage],,
GitPR107,DP296,https://github.com/uf-mil/NaviGator/pull/273,GitHubPRs,GUI: add GUI for voltage monitoring,sary code. The program checks the params for battery-voltage/critical and battery-voltage/low eve,[battery info][monitoring][gui],,
GitPR102,DP297,https://github.com/ipa320/cob_command_tools/pull/207,GitHubPRs,Sound emergency stop monitor,to specify the say output for emergency and battery monitor in and (in ) respectivelydefault b,[battery info][speaker][customize message],,
GitPR100,DP298,https://github.com/jsk-ros-pkg/jsk_robot/pull/1165,GitHubPRs,[jsk_pr2_startup] To deal with NA battery,"In the case of pr2's battery is NA, we cannot calculate the remained perc",[battery info][remaining pct][NA - sodium ion battery],,
GitPR1,DP299,https://github.com/dji-sdk/Onboard-SDK-ROS/pull/253,GitHubPRs,Adding battery voltage information to ROS msg,feature has been removed in With this change battery voltage information (V) is provided in topic,[battery info][ros message][add voltage info],,
GitIssue601,DP300,https://github.com/ros-planning/navigation2/issues/887,GitHubIssues,Replace time-based global path replanning with a condition-based approach,to be the difference of putting it into the power saving mode -- so there's no benefit of runn,[FP],,
GitIssue6,DP301,https://github.com/bluesat/numbat_software/issues/37,GitHubIssues,Estimate battery cost,"Need lipo batteries on robot, estimate cost battery and charge system.Make sure the batteries ar",[battery estimation][cost][lipo battery],,
GitIssue586,DP302,https://github.com/ROBOTIS-GIT/turtlebot3/issues/403,GitHubIssues,"USB Power OK, but doesnt turn on with 11.1V battery or 12V SMPS power supply",ot responding for any 11.1V power supply via battery or a 12v power supply. Do you think the fuse,[physical battery][FP],,
GitIssue55,DP303,https://github.com/UBC-Thunderbots/Software/issues/1173,GitHubIssues,Make robot max battery voltage constant,"tions, we need to actually know the range of battery voltages we can have.We should either create",[battery info][max voltage constant],,
GitIssue548,DP304,https://github.com/mavlink/mavros/issues/589,GitHubIssues,Increase the data stream rate in px4 stack using mavros,"puter and then power power the pixhawk using battery.
But if I power the pixhawk first with a bat",[FP],,
GitIssue52,DP305,https://github.com/grvcTeam/grvc-ual/issues/66,GitHubIssues,Publish gps position and battery state,no_keyword_in_contents,[battery info][battrey and gps state][dji autopilots],,
GitIssue498,DP306,https://github.com/ROBOTIS-GIT/ROBOTIS-OP3/issues/55,GitHubIssues,Sudden power on / off in OpenCR broke NUC,"NUC was broken out when our OP3 ran out the battery and shut down.Second time, it happened when",[poor battery management systme][opencr and intel nuc],,
GitIssue491,DP307,https://github.com/yujinrobot/kobuki/issues/139,GitHubIssues,Trigger adapter/docking base plug/unplug events,"es:When plug/unplugged we generate ""phantom"" battery full event due to issue . They should disapp",[event trigger][battery level],,
GitIssue489,DP308,https://github.com/yujinrobot/kobuki/issues/129,GitHubIssues,Battery Documentation,"ctly or view it on GitHub:
 for generating a battery graph with kobuki turtlebot. It should refer",[battery documentation][graph][tutorial],,
GitIssue488,DP309,https://github.com/yujinrobot/kobuki/issues/66,GitHubIssues,Battery Level Runtime Graph,Generate a runtime graph for battery voltage levels. We need these to set the lev,[battery manegement][battery level][runtime graph],,
GitIssue479,DP310,https://github.com/ekumenlabs/tangobot/issues/104,GitHubIssues,Publish battery from Tangobot,Publish battery status:Mobile base battery using the KobukiS,[battery info][publish topics][tangobot],,
GitIssue470,DP311,https://github.com/whoenig/crazyflie_ros/issues/112,GitHubIssues,High-level controller causing failed takeoff,"gram camera, a transmitter, and a non-stock battery attached to it. However, I am able to fly ma",[FP],,
GitIssue469,DP312,https://github.com/tork-a/rtmros_nextage/issues/181,GitHubIssues,Is the simulation working?,"Messages for representing PR2 state, such as battery information and the PR2 fingertip sensors.
i",[FP][battery in the log],,
GitIssue466,DP313,https://github.com/AutonomyLab/ardrone_autonomy/issues/191,GitHubIssues,All navdatas are always at 0,", the displayed firmware was ""0.0.0"" and the battery percentage was always at 0. I tried to contr",[drone navigation/flying[battery misinformation],,
GitIssue465,DP314,https://github.com/AutonomyLab/bebop_autonomy/issues/200,GitHubIssues,Echoing /bebop/cmd_vel displays nothing,I have another question!!! where to get the battery state so I can send an error message when th,[battery info][howto][in the comments][tutorial suggestions],,
GitIssue460,DP315,https://github.com/whoenig/crazyflie_ros/issues/36,GitHubIssues,"(Update: ""Size doesn't match!"" error) Crazyflie won't log battery, temperature, etc.","SI are working fine, but I can't seem to get battery data through the package. I tried connecting",[battery inf][unable to get data][wrong/outdated parameters],,
GitIssue459,DP316,https://github.com/yujinrobot/kobuki/issues/123,GitHubIssues,Battery warning spam if no battery,"rn once, not repeatedly.Uncomment the laptop battery call in minimal.launch when fixed.Done by Un",[battery inf][warning when no battery][fix launch file],,
GitIssue455,DP317,https://github.com/utexas-bwi/bwi/issues/22,GitHubIssues,Segbot batteries: need endurance tests,"e collected a ROS bag file that recorded the battery voltage over 3 hours, more or less. The robo",[battery test],,
GitIssue452,DP318,https://github.com/utexas-bwi/segbot/issues/39,GitHubIssues,segbot_sensors: smooth voltage data in battery diagnostics node,The raw battery voltages reported seem to fluctuate by sever,[battery info][smoothing battery raw data],,
GitIssue448,DP319,https://github.com/UBC-Thunderbots/Software/issues/158,GitHubIssues,Add log support for Annunciator messages,"xample, 
N/ALog(ANNUNCIATOR) << ""Robot 0 low battery"" << std::endl;",[battery info][into a log file],,
GitIssue447,DP320,https://github.com/turtlebot/turtlebot/issues/219,GitHubIssues,Will turtlebot be released & supported on Kinetic?,will get us to releasing turtlebot.The smart_battery_msgs has been collapsed into sensor_msgs so,[smart battery msg error][outdated code],,
GitIssue430,DP321,https://github.com/mavlink/mavros/issues/833,GitHubIssues,setpoint_attitude still not publishing attitude in latest mavros,"n/raw/fix [sensor_msgs/NavSatFix]
 * /mavros/battery [sensor_msgs/BatteryState]
 * /mavros/setpoi",[FP][only in the logs],,
GitIssue43,DP322,https://github.com/AutonomyLab/bebop_autonomy/issues/188,GitHubIssues,Trouble with launching driver,bebop/bebop_driver/states/enable_commonstate_batterystatechanged: True/bebop/bebop_driver/states/,[FP][only in the logs],,
GitIssue422,DP323,https://github.com/dji-sdk/Onboard-SDK-ROS/issues/234,GitHubIssues,No camera images to ROS topics with M210,"ar_velocity_fused
/dji_sdk/attitude
/dji_sdk/battery_state
/dji_sdk/display_mode
/dji_sdk/flight_",[FP][only in the logs],,
GitIssue421,DP324,https://github.com/AutonomyLab/bebop_autonomy/issues/48,GitHubIssues,Bebop Disconnects From Wireless Network When Driver is Launched,y after running successfully we replaced the battery and restarted the Bebop. It connects to the,[FP][replaced battery],,
GitIssue420,DP325,https://github.com/AutonomyLab/bebop_autonomy/issues/77,GitHubIssues,[DISCO] `Video streaming started` encounters `shared_ptr` error,"bebop/bebop_driver/states/enable_commonstate_batterystatechanged: True
 * /bebop/bebop_driver/sta",[FP][replaced battery],,
GitIssue417,DP326,https://github.com/jackal/jackal/issues/61,GitHubIssues,Odometry shows false data,troit mercy. Thanks for your advice with the battery management. I have figured out the charging,[FP],,
GitIssue416,DP327,https://github.com/osu-uwrt/riptide_software/issues/38,GitHubIssues,Safety Node,"node which monitors all safety related data (battery info, kill switch status, is the computer cr",[etc][FP],,
GitIssue415,DP328,https://github.com/chrisl8/ArloBot/issues/8,GitHubIssues,kinect with arlobot,purely for the purpose of conserving laptop battery power. If you are sure that the Kinect works,[save battery][tlp-rdw][makes kinect to go off],,
GitIssue414,DP329,https://github.com/yujinrobot/kobuki/issues/228,GitHubIssues,Battery Data,to be able to read the current draw from the battery using kobuki_driver. I know that the dashboa,[battery info][howto][kobuki],,
GitIssue413,DP330,https://github.com/yujinrobot/kobuki/issues/271,GitHubIssues,Fix Kobuki's inertia,"s volume, which is wrong (mostly due to the battery being intentionally placed at the front).The",[FP],,
GitIssue412,DP331,https://github.com/yujinrobot/kobuki/issues/43,GitHubIssues,Battery,How to do a warning for the battery level?Make sure that it works with the dashb,[battery info][howto warn][battery level],,
GitIssue410,DP332,https://github.com/whoenig/crazyflie_ros/issues/78,GitHubIssues,hover with vrpn problems,"ll fly out off control
Is it becasuse of low battery?
2.
Can I just publish the position to the g",[drone uncontrolled flying][low battery],,
GitIssue406,DP333,https://github.com/whoenig/crazyflie_ros/issues/26,GitHubIssues,Control with protective frame,different from your configuration is that my battery is placed on the bottom since I am using the,[FP],,
GitIssue403,DP334,https://github.com/yujinrobot/kobuki/issues/72,GitHubIssues,Publish laptop battery status,"We are already publishing robot battery status in diagnostics, but not laptop data.",[battery info][howto][laptop battery],,
GitIssue401,DP335,https://github.com/yujinrobot/kobuki/issues/174,GitHubIssues,Too many timed out error on kobuki_node,"on a laptop and robot that were both low on battery.Keep an eye out for this, and if it happens,",[timeout][kobuki node][battery low],,
GitIssue400,DP336,https://github.com/yujinrobot/kobuki/issues/95,GitHubIssues,What is the Android Cog?,What is that cog that sits alongside the battery graphics in the android apps?Leave this till,[FP],,
