ID,URL,Collection,Title,Contents,DateTime,DateTime
GitPR47,https://github.com/jsk-ros-pkg/jsk_visualization/pull/58,GitHubPRs,add a sample program to visualize pr2 battery,no_keyword_in_contents,"May 15, 2014",1400122800.0
GitPR46,https://github.com/ipa320/cob_robots/pull/404,GitHubPRs,added battery light monitor to cob4-2s bringup,no_keyword_in_contents,"Feb 19, 2016",1455847200.0
GitPR45,https://github.com/ipa320/cob_robots/pull/492,GitHubPRs,params for battery capacity calculation added,y more because we're using the phidget based power state publisher which calculates a relative_,"Jul 2, 2016",1467428400.0
GitPR440,https://github.com/uf-mil/NaviGator/pull/265,GitHubPRs,BATTERY: ignore voltage readings if fault,ing decoding of the byteyay hardwareWhen the battery powering a thruster is off (front for left b,"Oct 30, 2017",1509328800.0
GitPR438,https://github.com/utexas-bwi/segbot/pull/60,GitHubPRs,Battery Diagnostics for Segbot_v3,These changes make the battery diagnostics node (voltage monitor and emaile,"May 25, 2016",1464145200.0
GitPR437,https://github.com/uf-mil/NaviGator/pull/62,GitHubPRs,INSTALL: Common Install Script and Miscellaneous Fixes,tting started and contact informationBattery voltage defaults to none when no feedback is rece,"Sep 20, 2016",1474340400.0
GitPR43,https://github.com/jhu-asco/aerial_autonomy/pull/87,GitHubPRs,Abort instead of Land when battery is low,no_keyword_in_contents,"Aug 25, 2017",1503630000.0
GitPR417,https://github.com/utexas-bwi/segbot/pull/29,GitHubPRs,"Segbot2, voltage emailer update","rd in plaintext. Additionally, I matched the battery_diagnostics and fake_volt_pub subscriber and","Mar 5, 2015",1425524400.0
GitPR413,https://github.com/RoboJackets/igvc-software/pull/348,GitHubPRs,Created system_stats node to publish system information,"this with system stats provided by the mbed (battery voltage, estop status, etc.) in a graphical","Feb 9, 2019",1549677600.0
GitPR411,https://github.com/jsk-ros-pkg/jsk_robot/pull/1136,GitHubPRs,"add voltage, current and temperature info for pr2 battery logger","oltage, current and temperature info for pr2 battery logger
cc. LGTMI checked on real PR2:applic","Oct 14, 2019",1571022000.0
GitPR40,https://github.com/autowarefoundation/autoware/pull/2256,GitHubPRs,Add battery charging state,ne according to the test procedure./state_cmdcharge_startBatteryCharging/state_cmdcharge_endVeh,"May 30, 2019",1559185200.0
GitPR4,https://github.com/RoboJackets/igvc-software/pull/647,GitHubPRs,Feat/reduce imu spam,"proper diagnostics to imu, motor controller, battery, lidar, and joystickCleans up the serialInte","Feb 9, 2020",1581217200.0
GitPR39,https://github.com/autowarefoundation/autoware/pull/2026,GitHubPRs,Add state battery charging,no_keyword_in_contents,"Feb 26, 2019",1551150000.0
GitPR37,https://github.com/PX4/avoidance/pull/250,GitHubPRs,Cost matrix image,ng functionchange smoothing kernel to be non energy conservantincrease box sizetake out histogra,"Mar 18, 2019",1552878000.0
GitPR36,https://github.com/ros-industrial/motoman/pull/132,GitHubPRs,v1.3.7 MotoROS Driver,"tes from Rosen Diankov (Mujin):Detection of ""energy savings"" mode.
Fix support for R3 and R4 rob","Oct 7, 2016",1475809200.0
GitPR231,https://github.com/jackal/jackal/pull/1,GitHubPRs,Initial messages for review.,"s the use you've got in mind? IMO a ""lowest battery voltage"" would be more usable for diagnosing","Apr 18, 2014",1397790000.0
GitPR174,https://github.com/turtlebot/turtlebot/pull/104,GitHubPRs,fix renamed files for battery info on Ubuntu 12.04.3 LTS - Kernel 3.8,"ript by checking more efficiently /proc/acpi/power_supply directory, then /sys/class/power_supp","Oct 28, 2013",1382925600.0
GitPR17,https://github.com/ros-controls/ros_control/pull/294,GitHubPRs,Added recover and stop in RobotHW,ement a wireless soft emergency stop for our battery-operated robots. This seems to be the best p,"Dec 1, 2017",1512093600.0
GitPR136,https://github.com/ipa320/cob_robots/pull/520,GitHubPRs,Feature/power state,no_keyword_in_contents,"Aug 15, 2016",1471230000.0
GitPR125,https://github.com/youbot/youbot-ros-pkg/pull/16,GitHubPRs,"added diagnostics message, dashboard, youbot battery monitor and adjust sim parameter","ou have to start the following files:For the battery monitor, please read the README in the respe","Nov 30, 2012",1354240800.0
GitPR124,https://github.com/uwreact/frc_control/pull/67,GitHubPRs,Driver Station Backend,"to radio, to robot, etc)Add logic for the PC battery & CPU usage indicatorsAdd logic and timing f","Jun 25, 2019",1561431600.0
GitPR123,https://github.com/uf-mil/NaviGator/pull/37,GitHubPRs,Sensor Control and Install,simple import error in move_helperCreated a battery monitor package to keep track of voltageAver,"Aug 27, 2016",1472266800.0
GitPR119,https://github.com/jsk-ros-pkg/jsk_common/pull/626,GitHubPRs,add hardware id tp battery capacity,"ng two ideas.The first one looks better, but battery infromation has no relationship with hrpsys.","Dec 18, 2014",1418868000.0
GitPR114,https://github.com/jsk-ros-pkg/jsk_common/pull/631,GitHubPRs,add roscore_check,s code to know when PR2 shutdown because of battery .So there are many kind of other way to know,"Dec 23, 2014",1419300000.0
GitPR113,https://github.com/jsk-ros-pkg/jsk_robot/pull/474,GitHubPRs,Record battery info before power go off,"This will create 
which mark down info of battery with minimum charge in each battery set befo","Nov 16, 2015",1447639200.0
GitPR109,https://github.com/jsk-ros-pkg/jsk_common/pull/1628,GitHubPRs,[jsk_tools] Show voltage in battery_capacity_summary.py,"this PR.
I tested with real PR2.what kind of battery estimation(?) can you get from this voltage","May 27, 2019",1558926000.0
GitPR107,https://github.com/uf-mil/NaviGator/pull/273,GitHubPRs,GUI: add GUI for voltage monitoring,sary code. The program checks the params for battery-voltage/critical and battery-voltage/low eve,"Nov 21, 2017",1511229600.0
GitPR102,https://github.com/ipa320/cob_command_tools/pull/207,GitHubPRs,Sound emergency stop monitor,to specify the say output for emergency and battery monitor in and (in ) respectivelydefault b,"Oct 11, 2017",1507690800.0
GitPR100,https://github.com/jsk-ros-pkg/jsk_robot/pull/1165,GitHubPRs,[jsk_pr2_startup] To deal with NA battery,"In the case of pr2's battery is NA, we cannot calculate the remained perc","Nov 25, 2019",1574650800.0
GitPR1,https://github.com/dji-sdk/Onboard-SDK-ROS/pull/253,GitHubPRs,Adding battery voltage information to ROS msg,feature has been removed in With this change battery voltage information (V) is provided in topic,"Jan 16, 2019",1547604000.0
REPO_P211,https://github.com/EndPointCorp/lg_ros_nodes,Repositories,lg_ros_nodes,{'wiimoteConstants': ' = 10 Indices into a two-tuple of info about battery state in wiimote messages: 0: Percentage o'},"May 31, 2017",1496199600.0
REPO_P210,https://github.com/EndPointCorp/lg_ros_nodes,Repositories,lg_ros_nodes,"{'wiimote_node': 'g.rumble) + ""\\n Battery: ["" + str(msg.raw_battery) + "","" + str(msg.percent_battery))rospy.logd'}","May 31, 2017",1496199600.0
REPO_P191,https://github.com/pbouffard/ccny-ros-pkg-pbouffard,Repositories,ccny-ros-pkg-pbouffard,,"Jul 25, 2010",1280026800.0
REPO_P138,https://github.com/markusk/minibot,Repositories,minibot,{'battery_publisher': 'mestamp for NaN values (Not a Number) import power_supply.h we need a data type to publish the '},"Aug 9, 2017",1502247600.0
REPO_P1205,https://github.com/elpimous/Neo_robot,Repositories,Neo_robot,"{'pyFestival': 'le re.search(""Utterance"", data) == None:time.sleep(0.5)festCli.setVoice(""el_diphone"")festCli.se'}","Nov 22, 2014",1416621600.0
REPO_P1138,https://github.com/chrisl8/ArloBot,Repositories,ArloBot,"{'arlobot_safety': 'r not Track battery I am going to set the AC power status as a parameter, so that it can be che'}","Aug 18, 2020",1597719600.0
REPO_P1132,https://github.com/AUV-IITK/Varun-Software,Repositories,Software,{'charging_control_node': 'the status to: ready to leave charging area (battery full) Request that Duckiebot should drive to'},NA,0
REPO_P1101,https://github.com/tum-phoenix/phx_quadrocopter_ros,Repositories,phx_quadrocopter_ros,{'controller_node': '!/usr/bin/env python in Hz self.s = 3 # battery configuration 3s/4s self.v_c = 4.7 # voltag'},"Jun 24, 2017",1498273200.0
REPO_P1087,https://bitbucket.org/udg_cirs/cola2_core,Repositories,cola2_core,{'vehicle_status_parser': 'or last nav data Create Publisher Initialize battery data Which value do I put? This should not b'},"Jan 07, 2019",1546826400.0
REPO_P1086,https://bitbucket.org/udg_cirs/cola2_core,Repositories,cola2_core,"{'sim_internal_sensors': ' received in X seconds, abort mission Reduce battery level Publish diagnostic message'}","Jan 07, 2019",1546826400.0
REPO_P1077,https://github.com/markusk/minibot,Repositories,minibot,{'battery': ' Digital converter object read AD converter (battery voltage) use channel 0 on IC 13.44 Volt batt'},"Apr 6, 2017",1491447600.0
REPO_P1073,https://github.com/markusk/minibot,Repositories,minibot,{'minibot': 'e.########## Threads##### read AD converter (battery voltage) use channel 0 on IC 2.73 V = 12.32 '},"Apr 6, 2017",1491447600.0
REPO_P1070,https://github.com/markusk/minibot,Repositories,minibot,{'lcd_test': '-Battery with 3 x 3.3Volt = 9.9 Volt (empty battery) 3S LiPo-Battery with 3 x 4.2Volt = 12.6 Vol'},"Apr 6, 2017",1491447600.0
REPO_P1069,https://github.com/sbrodeur/ros-icreate-bbb,Repositories,ros-icreate-bbb,{'visualize_hdf5': 'from clock Select only the subset related to battery voltage and current (respectively) Convert c'},"Oct 9, 2016",1475982000.0
REPO_P1067,https://github.com/sbrodeur/ros-icreate-bbb,Repositories,ros-icreate-bbb,{'behaviours': ' # Activation of behaviour batteryLevel = float(state.battery.batteryCharge) / '},"Aug 28, 2016",1472353200.0
REPO_P1034,https://github.com/elpimous/Neo_robot,Repositories,Neo_robot,"{'qbo_energy_new': 'n speak just one time can speak when plug in power if unplugged, robot uses it internal battery'}","Feb 12, 2015",1423706400.0
REPO_P1017,https://github.com/elpimous/Neo_robot,Repositories,Neo_robot,"{'qbo_energy': ""n attention shutdown soon... when you plug power on qbo side, you'll hear : charging !! charg""}","Feb 12, 2015",1423706400.0
REPO_P1014,https://github.com/ipa320/cob_command_tools,Repositories,cob_command_tools,{'battery_monitor': 'ions and limitations under the License. % of battery level % of battery level % of battery level '},"Oct 13, 2014",1413169200.0
ROSA98,https://answers.ros.org/question/295503/ending-nodestopics-from-python-script/,ROSAnswers,Ending nodes/topics from python script,"he turtlebot to its point of origin when the battery is low, and stop when it reaches that point.",2018-06-27 11:21:39 -0600,1530109299.0
ROSA94,https://answers.ros.org/question/271371/how-to-create-a-battery-usage-plugin/,ROSAnswers,How to create a Battery usage plugin,robot model in Gazebo and i want to create a battery plugin and then connect battery with motors.,2017-09-22 17:43:08 -0600,1506112988.0
ROSA90,https://answers.ros.org/question/259313/how-to-combine-coordinate-program-and-auto-docking-program/,ROSAnswers,how to combine coordinate program and auto docking program,lly perform auto docking when it detects its battery is low. How to make it? below is my program,2017-04-15 04:30:18 -0600,1492241418.0
ROSA88,https://answers.ros.org/question/253680/kobuki-auto-docking-action-server-is-not-connected-yet/,ROSAnswers,Kobuki - Auto Docking - Action server is not connected yet,navigating to some location on a map and the battery drops below safe limits then it needs to ret,2017-02-03 01:52:53 -0600,1486093973.0
ROSA868,https://answers.ros.org/question/234963/turtlebot-2-kinect-typexbox360-version-or-pc-version/,ROSAnswers,Turtlebot 2 kinect type(xbox360 version or PC version?),"ad idea: extreme noise, reflections and more power consumption.Ah thank you for these informat",2016-05-22 23:05:25 -0600,1463969125.0
ROSA862,https://answers.ros.org/question/185761/board-minimum-hardware-requirements-single-board-full-motherboard-nuc-mini-itx/,ROSAnswers,board: minimum hardware requirements? single board? full motherboard? nuc? mini-itx?,"or any extra regulation when running from a battery. This part of the NUC spec is NOT OBVIOUS, a",2014-07-09 12:57:38 -0600,1404921458.0
ROSA85,https://answers.ros.org/question/243708/rviz-on-pc-not-reconnecting-after-robot-reboot/,ROSAnswers,rviz on PC not reconnecting after robot reboot,"master on a robot. When I replace the robot battery and boot the robot, rviz stops receiving dat",2016-09-13 14:12:16 -0600,1473786736.0
ROSA839,https://answers.ros.org/question/273784/turtlebot-3-questions/,ROSAnswers,Turtlebot 3 Questions,"nection. 
Please check the operation voltage/power consumption of the SBC as OpenCR might not s",2017-10-22 20:03:05 -0600,1508709785.0
ROSA824,https://answers.ros.org/question/232235/laser-scanner-choose/,ROSAnswers,Laser scanner choose,"is completely different: cheaper, has lower power consumption but also much worse specs than t",2016-04-19 03:12:27 -0600,1461046347.0
ROSA808,https://answers.ros.org/question/45950/single-board-pc-for-ros/,ROSAnswers,Single board PC for ROS,"h least a 1.0Ghz modern CPU + 2GB of RAM. If power consumption is not a concern, I would recomm",2012-10-15 17:44:36 -0600,1350333876.0
ROSA8,https://answers.ros.org/question/264837/start-ur5-remotely/,ROSAnswers,start ur5 remotely,art UR5 remotely? My main purpose is to save energy on a mobile platform where UR5 is mounted on,2017-06-27 02:39:47 -0600,1498541987.0
ROSA796,https://answers.ros.org/question/34462/rosbridge-image-uri-data/,ROSAnswers,rosbridge image (uri-data),e mpeg_server because this solution is quite power consuming. (50-60% of the CPU if i ask for a,2012-05-21 05:20:14 -0600,1337588414.0
ROSA79,https://answers.ros.org/question/224477/ros-memory-usage/,ROSAnswers,Ros memory usage,erything works and pass sucessfully the test battery.The problem is when I call the same function,2016-01-19 06:20:39 -0600,1453191639.0
ROSA77,https://answers.ros.org/question/223046/control-8x8-grid-of-rgb-leds-like-raspberry-pi-sense-hat-or-unicorn-hat/,ROSAnswers,Control 8x8 grid of RGB LEDs like Raspberry Pi Sense Hat or Unicorn Hat?,ompletely new to ROS.We have a project where battery power is limited but we need some real-time,2015-12-24 00:30:48 -0600,1450924248.0
ROSA755,https://answers.ros.org/question/323055/equip-arduino-based-lawn-mower-with-ros/,ROSAnswers,Equip Arduino based lawn mower with ROS,"(like a fence)
- IMU
- Odometry
- monitoring power consumption of motors (to detect high lawn a",2019-05-13 05:57:03 -0600,1557737823.0
ROSA74,https://answers.ros.org/question/218412/shutdown-nodes-from-within-a-ros-node/,ROSAnswers,Shutdown nodes from within a ROS node,"like to achieve is something like this:
Once battery level is below a certain threshold:However I",2015-09-29 10:17:32 -0600,1443532652.0
ROSA737,https://answers.ros.org/question/263682/our-robot-will-be-equipped-with-lidars-sterio-camera-slam-algorithm-machine-vision-and-similar-loads-please-suggest-us-the-computer-specification/,ROSAnswers,"Our robot will be equipped with lidars, sterio camera, SLAM algorithm, machine vision and similar loads. Please suggest us the computer specification which will be ideal and optimal?","ng? Do you have any constrains about weight, power consumption?Weight constrain is not there as",2017-06-12 05:33:13 -0600,1497256393.0
ROSA725,https://answers.ros.org/question/236888/how-to-get-the-battery-status-of-a-robot-in-gazebo/,ROSAnswers,How to get the battery status of a robot in gazebo?,ebo world moving around. I need to get their battery status like how much battery are they consum,2016-06-14 04:03:45 -0600,1465887825.0
ROSA72,https://answers.ros.org/question/215130/problem-connect-turtlebot-and-workstation/,ROSAnswers,Problem connect turtlebot and workstation,577.419304] Battery : unable to check laptop battery info [global name 'exceptions' is not define,2015-08-03 04:43:54 -0600,1438587834.0
ROSA716,https://answers.ros.org/question/214026/getting-started-with-ros/,ROSAnswers,Getting Started with ROS,unds like very high performance and very low power consumption. Would the TK1 be used only for,2015-07-17 17:55:14 -0600,1437166514.0
ROSA71,https://answers.ros.org/question/214554/shutdown-system-computer-with-a-ros-node/,ROSAnswers,Shutdown system (computer) with a ROS node,"I would like to shutdown the system once the battery level reaches a certain point, however I don",2015-07-25 09:10:11 -0600,1437826211.0
ROSA708,https://answers.ros.org/question/199865/commanding-simple-paths-curves-to-move_base/,ROSAnswers,Commanding simple paths / curves to move_base,HiI want to measure the power consumption of my robot when it moves on som,2014-12-19 20:40:03 -0600,1419028803.0
ROSA633,https://answers.ros.org/question/324688/2d-navigation-with-arduino-irobot/,ROSAnswers,2d navigation with Arduino + iRobot?,"ncludes IMU data, wheel odom, bumper states, battery voltage, and laser scan data. It's absolutel",2019-06-04 16:28:03 -0600,1559676483.0
ROSA61,https://answers.ros.org/question/42059/unable-to-check-laptop-battery/,ROSAnswers,Unable to check laptop battery [closed],"the issue: Turtlebot unable to check laptop battery state, as explained in greater detail in I",2012-08-22 12:41:59 -0600,1345650119.0
ROSA606,https://answers.ros.org/question/245514/dc-motor-encoder-python/,ROSAnswers,DC MOTOR + ENCODER + PYTHON,"voltage regulator that can take a variety of battery voltages, and will power the Pi, too. It has",2016-10-12 01:53:30 -0600,1476248010.0
ROSA60,https://answers.ros.org/question/112261/brand-new-roomba-790-malfunctioning/,ROSAnswers,Brand new Roomba 790 Malfunctioning,at the same time for 30 seconds. Charge the battery for a good 16 hours after the reset.,2013-12-19 18:28:40 -0600,1387484920.0
ROSA6,https://answers.ros.org/question/9868/how-to-mount-a-kinect-with-my-laptop-without-any-ac-adapter/,ROSAnswers,How to mount a Kinect with my laptop without any AC Adapter [closed],"ct without any AC Adapter. Turtlebot use use energy from roomba, but I would like to use other p",2011-05-02 04:43:08 -0600,1304322188.0
ROSA59,https://answers.ros.org/question/99576/questions-about-irobot-create/,ROSAnswers,questions about irobot create,"A batteries? I'm inclined on not getting the battery pack, since I'd be using the robot in europe",2013-11-10 12:36:54 -0600,1384094214.0
ROSA58,https://answers.ros.org/question/92891/using-smach-to-monitor-robot-battery-level/,ROSAnswers,Using SMACH to monitor robot battery level,scenario using SMACH.The robot monitors its battery level on a topic called /battery_level using,2013-10-21 07:00:52 -0600,1382346052.0
ROSA562,https://answers.ros.org/question/55151/turtlebot-netbook-battery-error/,ROSAnswers,Turtlebot Netbook Battery Error,"pply_class.txt
My system provided power_now, energy_now and voltage_now that I could use to calc",2013-02-13 12:21:54 -0600,1360765314.0
ROSA544,https://answers.ros.org/question/51273/is-there-a-ros-package-that-can-provide-gui-for-other-ros-nodes/,ROSAnswers,Is there a ros package that can provide GUI for other ros nodes?,"to show the information gathered by camera, battery power and temperature sensor.It would be bet",2013-01-01 05:37:56 -0600,1357025876.0
ROSA54,https://answers.ros.org/question/67616/turtlebot-unable-to-check-laptop-batterybat0state/,ROSAnswers,Turtlebot unable to check laptop battery/BAT0/state,"is Fuerte. Turtlebot unable to check laptop battery/BAT0/state.
I think there is laptop battery",2013-07-17 20:31:17 -0600,1374103877.0
ROSA537,https://answers.ros.org/question/30670/turtleboteu-power-board-and-kinect/,ROSAnswers,turtlebot.eu power board and kinect,ot.eu power board. I don't have any external battery so everything is power through roomba's batt,2012-03-28 02:26:26 -0600,1332912386.0
ROSA512,https://answers.ros.org/question/9588/has-anyone-worked-with-the-clearpath-robotics-husky-a200/,ROSAnswers,Has anyone worked with the Clearpath Robotics Husky A200?,"odometric readings, system and power status, battery levels, etc), all published cleanly on separ",2011-03-28 09:57:44 -0600,1301317064.0
ROSA51,https://answers.ros.org/question/59996/cancelling-a-ros-action-within-an-executive_teer-node/,ROSAnswers,Cancelling a ROS action within an executive_teer node,points in a map using MoveBase actions and a battery_check task that monitors a simulated battery,2013-04-04 04:58:28 -0600,1365062308.0
ROSA458,https://answers.ros.org/question/249777/hector-exploration-slow/,ROSAnswers,Hector Exploration Slow?,"pretty slow when the computer is only on the battery, when it's plugged in the normal power outle",2016-12-09 16:16:52 -0600,1481307412.0
ROSA411,https://answers.ros.org/question/218043/what-compact-pc-to-buy-to-run-ros-in-a-mobile-robot/,ROSAnswers,What compact PC to buy to run ROS in a mobile robot,ts easy to power from the robot's batteries (battery board) if the computer only requires unregul,2015-09-22 11:26:52 -0600,1442932012.0
ROSA405,https://answers.ros.org/question/272286/ros-compatible-sbc-or-minipc-for-turtlebot-kobuki/,ROSAnswers,ros compatible SBC or minipc for Turtlebot (Kobuki),"ased cpus.
Since the TK1 runs off the Kobuki battery, power usage is a big thing.
Are the other c",2017-10-04 10:01:40 -0600,1507122100.0
ROSA4,https://answers.ros.org/question/60765/data-droping-at-transport-layer/,ROSAnswers,Data Droping at transport layer,"ts at Transport layer. To save the bandwidth,energy of nodes and reduce the congestion. So is it",2013-04-15 21:19:26 -0600,1366071566.0
ROSA39,https://answers.ros.org/question/27666/turtlebot-gmapping-large-area/,ROSAnswers,turtlebot gmapping large area,e I got a power error on the dashboard. The battery display showed that there was plenty of powe,2012-02-15 01:43:30 -0600,1329277410.0
ROSA386,https://answers.ros.org/question/253918/best-rgbd-camera-for-ros-on-a-raspberry-pi/,ROSAnswers,Best RGBD camera for ROS on a Raspberry Pi,"ezy, so limited to USB 2.0 I think. I have a battery pack (10w, 5200mAh) which needs to power the",2017-02-06 07:05:48 -0600,1486371948.0
ROSA384,https://answers.ros.org/question/251211/i-am-trying-to-start-turtlebot-but-it-is-not-starting/,ROSAnswers,"i am trying to start turtlebot , but it is not starting.","ng bot or green led on status. i checked the battery cable it is connected to 12v 1.5A perfectly,",2017-01-03 13:38:50 -0600,1483457930.0
ROSA36,https://answers.ros.org/question/11956/turtlebot-doesnt-start-rotating-on-calibration/,ROSAnswers,Turtlebot doesn't start rotating on calibration,"ibration file, even though still shows the battery amount and breakers in green.Env) Ubuntu 10.",2011-11-15 14:04:06 -0600,1321373046.0
ROSA359,https://answers.ros.org/question/210592/keyerrorlaptop_battery_state/,ROSAnswers,KeyError:'laptop_battery_state',"th the kobuki_dashboard.I can see the kobuki battery but not the laptop one. and when i do a ""ros",2015-06-04 08:19:00 -0600,1433416740.0
ROSA357,https://answers.ros.org/question/207710/kinect-stops-when-moving-motor/,ROSAnswers,Kinect stops when moving motor,e Laptop connected to the same power source (battery). Whats the whole setup? The motors get the,2015-04-23 11:25:07 -0600,1429799107.0
ROSA342,https://answers.ros.org/question/185261/pocketsphinx-microphone-connection-is-unreliable/,ROSAnswers,pocketsphinx microphone connection is unreliable,"that some process went to sleep mode, like a power save feature.Well, what I could see is that",2014-07-07 09:58:40 -0600,1404737920.0
ROSA341,https://answers.ros.org/question/174855/create-powers-off-after-minimallaunch/,ROSAnswers,Create powers off after minimal.launch,"low), but I dont see a prompt. I checked the battery and that's charged so that's not the problem",2014-06-24 19:08:48 -0600,1403647728.0
ROSA3,https://answers.ros.org/question/61318/udpros-protocol-and-lost-packetsequencing-algorithms/,ROSAnswers,UDPROS Protocol and Lost Packet/Sequencing Algorithms,"Option 2 requires more processing power and energy usage to maintain timeouts, and Option 2 han",2013-04-22 17:00:04 -0600,1366660804.0
ROSA291,https://answers.ros.org/question/12127/cant-get-data-from-create-robot-error-reading-from-sci-port-ttyusb0/,ROSAnswers,Cant get data from Create robot - Error reading from SCI port ttyUSB0,"the sensors are Stale apart from the Laptop battery one, and when I do I get the code below. We",2011-11-28 11:20:44 -0600,1322486444.0
ROSA290,https://answers.ros.org/question/11994/turtlebot-arm-servos-not-being-recognized/,ROSAnswers,Turtlebot arm servos not being recognized [closed],rbotix board directly off of a iRobot Create battery (as opposed to going through the power board,2011-11-18 07:08:37 -0600,1321607317.0
ROSA262,https://answers.ros.org/question/200897/robot-hits-the-obstacles-and-turns-around-occasionally-using-navigation-stack/,ROSAnswers,robot hits the obstacles and turns around occasionally using navigation stack,"t. Then i equipped my robot with a 25 v LiPo battery and now when navigating, it hits the obstacl",2015-01-13 12:44:04 -0600,1421160244.0
ROSA25,https://answers.ros.org/question/191251/battery_state_of_charge-publishes-nothing-on-pioneer3dx/,ROSAnswers,battery_state_of_charge publishes nothing on Pioneer3DX,"ion is written that, if the pioneer supports battery_state_of_charge the topic is published. The",2014-08-26 04:42:47 -0600,1409038967.0
ROSA230,https://answers.ros.org/question/239958/ros-isnt-recognizing-create/,ROSAnswers,ROS isn't recognizing Create,need to install? I've heard it could be the battery but I haven't received any error messages re,2016-07-20 16:08:42 -0600,1469041722.0
ROSA22,https://answers.ros.org/question/295138/the-error-about-roslaunchwhen-driving-the-teleoperating-part/,ROSAnswers,"the error about ""roslaunch""when driving the teleoperating part","ng the turtlebot software doesn't expose any battery information through ACPI, so the cannot rea",2018-06-23 14:49:21 -0600,1529776161.0
ROSA219,https://answers.ros.org/question/192938/are-there-standard-battery-level-messages-in-ros/,ROSAnswers,are there standard battery level messages in ROS,"ot, are there existing standard messages for battery level (in %) or voltage, or thresholds (low)",2014-09-18 05:01:16 -0600,1411027276.0
ROSA217,https://answers.ros.org/question/30631/turtlebot-unable-to-check-laptop-batterybat0state/,ROSAnswers,Turtlebot unable to check laptop battery/BAT0/state,My laptop (Thinkpad X120e) reports its battery status in proc/acpi/battery/BAT1/ folder (wh,2012-03-27 19:00:19 -0600,1332885619.0
ROSA21,https://answers.ros.org/question/285774/running-turtlebot-minimallaunch-on-a-pc-no-battery-state/,ROSAnswers,"Running Turtlebot minimal.launch on a PC, no battery state.",_full_design || /sys/class/power_supply/BAT0/energy_full_design does not exist],2018-03-18 13:55:30 -0600,1521392130.0
ROSA207,https://answers.ros.org/question/313363/local-planner-behaves-unordinary/,ROSAnswers,Local planner behaves unordinary,our robot is moving on and the state of your battery. I was experimenting with my large outdoor,2019-01-22 06:22:47 -0600,1548145367.0
ROSA206,https://answers.ros.org/question/336929/ros-newby-suitability-of-old-thinkpad-x240/,ROSAnswers,ROS newby - suitability of old Thinkpad X240?,"hinkpad. The only drawback in my case is the battery life, which for mine lasts only 2 hours or s",2019-11-06 03:02:08 -0600,1573020128.0
ROSA204,https://answers.ros.org/question/334408/using-rosserial-to-read-data-from-a-device/,ROSAnswers,Using rosserial to read data from a device,r code.If you're writing the firmware of the battery management system yourself then you could us,2019-10-02 04:08:32 -0600,1570000112.0
ROSA20,https://answers.ros.org/question/152146/integration-of-energy-framework-with-ros/,ROSAnswers,Integration of energy framework with ROS,rking on a software framework to monitor the energy consumption of robots or any embedded device,2014-04-11 12:33:43 -0600,1397230423.0
ROSA2,https://answers.ros.org/question/54840/alternate-turtlebot-configurations/,ROSAnswers,Alternate Turtlebot Configurations,"equiring 12V) with the much smaller and more energy efficient , which only needs 5V over USB? I",2013-02-09 11:27:14 -0600,1360416434.0
ROSA198,https://answers.ros.org/question/300209/robot-bucking-while-driving-in-reverse/,ROSAnswers,"Robot ""bucking"" while driving in reverse",em because it seems to change if I slide the battery around a little. It doesn't solve it but it,2018-08-09 20:02:26 -0600,1533855746.0
ROSA194,https://answers.ros.org/question/270751/turtlebot-charging-without-battery/,ROSAnswers,turtlebot charging without battery,rtlebot was delivered without the additional battery: 4S2P (4400 mAh) that has to be connected in,2017-09-12 07:04:39 -0600,1505210679.0
ROSA193,https://answers.ros.org/question/269683/intel-euclid-battery-state/,ROSAnswers,Intel Euclid battery state,orm and I'm trying to find a solution to get battery state.Any ideas or suggestionsThanks in adva,2017-08-27 15:12:53 -0600,1503857573.0
ROSA19,https://answers.ros.org/question/151946/ros-internals-topics-storage-and-network-comms/,ROSAnswers,ROS internals - topics storage and network comms?,rking on a software framework to monitor the energy consumption of robots or any embedded device,2014-04-11 02:52:34 -0600,1397195554.0
ROSA189,https://answers.ros.org/question/251877/slam-with-a-camera-without-odometry/,ROSAnswers,SLAM with a camera without odometry,r converter to produce this voltage from the battery that your RC car has. Then you'll have a ful,2017-01-13 07:04:46 -0600,1484298286.0
ROSA186,https://answers.ros.org/question/243928/din-usb-cable/,ROSAnswers,DIN-USB cable,rested in powering devices from the Roomba's battery you can see my about making your own.,2016-09-17 10:16:43 -0600,1474118203.0
ROSA184,https://answers.ros.org/question/236426/p2os-and-rosaria-not-connecting-to-pioneer-p3-at/,ROSAnswers,P2os and rosaria not connecting to Pioneer P3-AT,switch on the side. This will give you extra battery life and prevent any possible interference w,2016-06-08 07:36:19 -0600,1465382179.0
ROSA183,https://answers.ros.org/question/231771/rospy-sensor_msgsmsgbatterystate-is-not-found/,ROSAnswers,rospy sensor_msgs.msg.BatteryState is not found,"public apt repository.If you really need the battery message, you can use sensor_msgs from source",2016-04-12 14:45:15 -0600,1460483115.0
ROSA182,https://answers.ros.org/question/210527/how-to-integrate-kobuki-auto-docking-command-in-roscpp-or-python/,ROSAnswers,how to integrate kobuki auto docking command in roscpp or python,ogram automatically when it detects that the battery is low? then how to add that program to my c,2015-06-03 15:05:29 -0600,1433354729.0
